departamento,habilitados,municipio,votantes,votos_no_marcados,votos_nulos,votacion
Santander,4926,Capitanejo,2465,100,163,camara
Antioquia,3198,San Jose De La Montaña,1184,41,137,camara
Nariño,7291,Ancuya,4323,82,214,camara
Caqueta,3735,Morelia,1774,63,71,camara
Santander,10997,El Carmen,5241,217,395,camara
Boyaca,7449,Tuta,4213,55,274,camara
Boyaca,92022,Sogamoso,50273,780,4741,camara
Cundinamarca,90485,Facatativa,52868,1123,9939,camara
Boyaca,4149,Tota,1740,63,143,camara
Meta,6279,Puerto Concordia,2437,148,263,camara
Valle,1681290,Cali,739578,14800,73434,camara
Cundinamarca,5757,Tausa,2616,103,381,camara
Cundinamarca,24170,La Mesa,10358,273,942,camara
Antioquia,46230,La Ceja,24815,972,2865,camara
Cundinamarca,5214,Nocaima,2667,65,178,camara
Consulados,3749,Turquia,54,0,1,camara
Boyaca,7536,Soata,4122,104,328,camara
Consulados,5536,Republica Dominicana,465,1,48,camara
Consulados,11299,Alemania,1042,8,58,camara
Amazonas,61,La Victoria,29,0,2,camara
Antioquia,4808,Armenia,1798,107,147,camara
Cesar,24146,Chimichagua,12390,285,1074,camara
Cundinamarca,24594,Cota,12403,216,1273,camara
Antioquia,13526,Puerto Triunfo,6121,234,438,camara
Valle,37113,Zarzal,20134,432,1888,camara
Valle,266853,Palmira,126910,3842,12732,camara
Magdalena,15484,Santa Ana,9112,219,712,camara
Bolivar,6165,Rioviejo,3622,55,213,camara
Amazonas,457,Puerto Arica,212,3,11,camara
Cauca,4157,Santa Rosa,1739,107,136,camara
Santander,8314,Suaita,3479,187,259,camara
Antioquia,13656,Cañasgordas,5948,288,579,camara
Vichada,18731,Puerto Carreño,8896,173,425,camara
Santander,1200,Jordan,769,52,35,camara
Boyaca,5770,San Pablo De Borbur,2939,106,238,camara
Antioquia,25945,San Pedro De Uraba,11454,551,755,camara
Nariño,13939,Olaya Herrera,5671,359,608,camara
Casanare,789,La Salina,490,6,23,camara
Norte De San,4023,Silos,2088,73,187,camara
Boyaca,1776,Chivor,806,22,66,camara
Cundinamarca,9115,San Juan De Rioseco,4433,131,288,camara
Sucre,26847,Majagual,16713,910,908,camara
Choco,7745,Bahia Solano (mutis),3877,126,342,camara
Sucre,46819,Corozal,31117,1949,2322,camara
Antioquia,13580,Salgar,4562,235,347,camara
Consulados,12369,Argentina,2162,13,285,camara
Santander,6421,Villanueva,3484,241,251,camara
Vaupes,1030,Yavarate,472,8,11,camara
Cundinamarca,6877,Apulo,3329,77,217,camara
Antioquia,10315,Vegachi,3081,192,224,camara
Quindio,28123,La Tebaida,14879,504,1791,camara
Consulados,3617,Arzerbaiyan,15,0,0,camara
Casanare,6213,Nunchia,3516,133,200,camara
Valle,113098,Cartago,50990,1571,5489,camara
Cesar,13808,Pelaya,7373,213,659,camara
Nariño,6302,San Bernardo,4523,172,282,camara
Boyaca,4476,Chiquiza,2567,44,135,camara
Consulados,50,Chipre,17,0,5,camara
Cauca,8949,La Sierra,4747,260,307,camara
Huila,15460,Timana,8000,354,511,camara
Boyaca,9013,Guateque,3918,106,392,camara
Boyaca,121295,Tunja,70723,1133,7096,camara
Santander,3457,Charta,2265,49,111,camara
Sucre,26124,Since,15805,759,984,camara
Boyaca,8727,Ramiriqui,3884,69,270,camara
Cundinamarca,10594,Viota,4655,197,274,camara
Casanare,10281,Mani,5379,163,366,camara
Huila,6045,Baraya,2410,116,166,camara
Tolima,59278,Espinal,31731,871,3393,camara
Caqueta,6209,Valparaiso,2574,50,112,camara
Norte De San,4327,Durania,2676,37,126,camara
Magdalena,8350,Pijiño Del Carmen,5739,91,303,camara
Bolivar,8259,Soplaviento,5011,122,360,camara
Nariño,17270,Buesaco,10067,383,784,camara
Boyaca,2698,Somondoco,1235,27,72,camara
Putumayo,16780,Villagarzon,8847,261,619,camara
Tolima,29134,Mariquita,12138,563,1661,camara
Bolivar,17922,San Pablo,10206,533,1321,camara
Cundinamarca,3726,Chaguani,1757,50,106,camara
Guaviare,39701,San Jose Del Guaviare,22448,545,1695,camara
Boyaca,36187,Puerto Boyaca,18604,1053,2626,camara
Cesar,290520,Valledupar,141858,4037,13019,camara
Tolima,4236,Roncesvalles,1784,86,145,camara
Santander,3620,El Peñon,1909,73,170,camara
Magdalena,8207,Santa Barbara De Pinto,5209,112,386,camara
Antioquia,1994,Abriaqui,1155,22,52,camara
Caqueta,12004,El Paujil,4016,155,240,camara
Cundinamarca,5047,Guatavita,2633,83,283,camara
Antioquia,6116,Yali,2105,108,194,camara
Cundinamarca,2292,Guataqui,974,29,59,camara
Tolima,23233,Honda,9817,335,1012,camara
Norte De San,6711,La Playa,3453,136,285,camara
Santander,6451,Barichara,3454,104,234,camara
Magdalena,27615,Aracataca,15226,416,1190,camara
Boyaca,3458,Sachica,2121,42,161,camara
Caldas,15619,Manzanares,7329,333,531,camara
Antioquia,9299,Angostura,2651,170,324,camara
Atlantico,18279,Juan De Acosta,12479,230,554,camara
Cesar,14954,San Martin,8136,204,833,camara
Cordoba,14734,Los Cordobas,9204,477,580,camara
Boyaca,4621,Nuevo Colon,2641,42,141,camara
Valle,101984,Buga,52512,1488,5722,camara
Casanare,20623,Villanueva,11259,381,1402,camara
Guainia,1165,Puerto Colombia,571,9,27,camara
Sucre,13256,Guaranda,7464,407,513,camara
Choco,20512,Riosucio,7683,352,815,camara
Sucre,199857,Sincelejo,128480,8708,13683,camara
Cundinamarca,87973,Chia,50113,879,5877,camara
Consulados,9432,Paises Bajos,495,2,17,camara
Cundinamarca,15317,Tabio,8266,259,1286,camara
Cundinamarca,21059,Pacho,9657,321,825,camara
Antioquia,42790,Carepa,15335,786,1372,camara
Cundinamarca,6056,Bojaca,3626,80,524,camara
Antioquia,239626,Envigado,118379,2088,9109,camara
Boyaca,11027,Ventaquemada,5414,205,523,camara
Consulados,11771,Costa Rica,1602,25,86,camara
Nariño,5708,Contadero,3748,68,172,camara
Norte De San,6894,Arboledas,4192,87,315,camara
Santander,2932,Contratacion,1487,100,129,camara
Antioquia,39861,Marinilla,20108,581,1915,camara
Huila,7661,Oporapa,4228,183,250,camara
Cordoba,36260,San Pelayo,22386,766,1093,camara
Antioquia,5311,San Andres,1991,133,207,camara
Santander,1432,Palmar,846,22,45,camara
Cauca,18997,Guapi,7897,496,732,camara
Santander,3284,Gambita,1592,71,132,camara
Tolima,5973,Santa Isabel,2730,86,191,camara
Antioquia,8448,Betania,3398,109,299,camara
Boyaca,2399,Paez,1412,55,94,camara
Consulados,49011,Ecuador,4497,125,592,camara
Valle,13363,Bolivar,7258,142,415,camara
Antioquia,100297,Rionegro,55251,1334,5846,camara
Nariño,5515,El Peñol,3661,88,197,camara
Amazonas,991,La Pedrera,464,7,24,camara
Cundinamarca,8654,Sasaima,4260,182,317,camara
Magdalena,52225,Fundacion,26819,545,1719,camara
Valle,14845,San Pedro,6919,177,527,camara
Tolima,15503,Natagaima,6898,306,527,camara
Valle,10584,Vijes,5148,114,314,camara
Boyaca,5636,Cubara,2171,110,209,camara
Boyaca,2321,El Espino,1338,38,70,camara
Boyaca,1633,Panqueba,835,29,42,camara
Antioquia,9789,Mutata,3144,166,211,camara
Cauca,8415,Jambalo,4075,501,263,camara
Norte De San,7853,San Cayetano,3941,39,243,camara
Nariño,11484,San Pablo,7992,175,480,camara
Quindio,7409,Genova,3793,132,336,camara
Antioquia,12707,Yondo-Casabe,5614,292,476,camara
Bolivar,52954,Arjona,28140,1032,2637,camara
Sucre,11463,San Juan De Betulia (betulia),8690,361,416,camara
La Guajira,4059,La Jagua Del Pilar,2716,140,190,camara
Boyaca,4647,Buenavista,2213,104,189,camara
Valle,101339,Jamundi,44361,959,4076,camara
Cundinamarca,63644,Mosquera,36203,1024,5637,camara
Cundinamarca,9500,Fomeque,4398,119,351,camara
Cesar,19753,La Paz,10827,209,738,camara
Atlantico,10817,Santa Lucia,7375,80,344,camara
Consulados,3921,Paraguay,86,1,6,camara
Consulados,41626,Canada,6005,62,406,camara
Boyaca,1657,Guacamayas,874,44,20,camara
Valle,15915,Riofrio,7388,237,571,camara
Choco,8079,Medio Baudo (puerto Meluk),5168,98,165,camara
Cundinamarca,10954,Ricaurte,4821,135,455,camara
Boyaca,6460,Pesca,3049,52,231,camara
Caldas,4897,San Jose,2675,68,167,camara
Magdalena,22254,Ariguani (el Dificil),13510,198,1090,camara
Boyaca,8927,Combita,4833,91,368,camara
Boyaca,3875,Cienega,1934,165,174,camara
Antioquia,6869,La Pintada,2824,93,198,camara
Caldas,21776,Supia,10572,579,1687,camara
Cesar,67801,Aguachica,35878,855,3020,camara
Boyaca,3480,Chiscas,1510,64,102,camara
Norte De San,3832,Pamplonita,2572,106,185,camara
Valle,52892,El Cerrito,26188,738,2314,camara
Santander,8533,Curiti,5055,287,431,camara
Huila,11710,Tarqui,6605,210,366,camara
Antioquia,27093,Santuario,14154,600,1105,camara
Nariño,13676,La Cruz,9400,250,681,camara
Boyaca,1369,Tunungua,782,13,67,camara
Cordoba,21538,San Antero,12649,950,714,camara
Santander,1851,Hato,942,66,73,camara
Santander,1636,Cabrera,965,21,27,camara
La Guajira,7375,El Molino,4451,83,314,camara
Valle,19457,Bugalagrande,10589,211,886,camara
Cundinamarca,4377,El Peñon,2089,47,123,camara
Cundinamarca,13557,Cogua,7265,197,1246,camara
Norte De San,3823,Herran,1670,39,119,camara
Santander,5227,Tona,2729,134,228,camara
Antioquia,67117,Sabaneta,36671,566,2884,camara
Nariño,6252,Francisco Pizarro (salahonda),0,0,0,camara
Meta,26986,Puerto Gaitan,14328,752,2719,camara
Cundinamarca,11419,Choachi,5308,126,460,camara
Sucre,13367,Morroa,8306,448,558,camara
Vichada,19843,Cumaribo,9399,229,468,camara
Cundinamarca,20388,El Colegio,9708,262,751,camara
Valle,12737,Toro,5005,165,413,camara
Santander,41338,San Gil,21278,511,1915,camara
Antioquia,17675,Remedios,4287,252,497,camara
Norte De San,8583,La Esperanza,4281,126,315,camara
Caqueta,7686,Belen De Los Andaquies,3355,100,225,camara
Putumayo,4764,San Francisco,3017,42,99,camara
Boyaca,6941,Santana,3449,117,295,camara
Tolima,15317,Lerida,7249,161,576,camara
Nariño,5727,Nariño,4197,104,380,camara
Sucre,23215,Tolu,14087,1019,1418,camara
Norte De San,33849,Tibu,13699,618,1441,camara
Antioquia,6170,San Francisco,2281,123,176,camara
Antioquia,33530,Guarne,18063,660,1944,camara
Consulados,4087,Nueva Zelandia,195,0,15,camara
Guainia,312,Cacahual,148,2,3,camara
Risaralda,10404,Guatica,4990,238,430,camara
Boyaca,1971,Pachavita,1006,20,69,camara
Cordoba,43564,Cienaga De Oro,27454,2440,1791,camara
Tolima,17251,Coyaima,7362,613,789,camara
Magdalena,44058,Zona Bananera (sevilla),24248,642,2201,camara
Huila,5710,Hobo,2587,124,221,camara
Putumayo,9125,Puerto Caicedo,4684,130,230,camara
Cundinamarca,3951,Fuquene,1782,64,186,camara
Huila,3087,Altamira,1467,58,105,camara
Boyaca,4995,Quipama,2273,61,225,camara
Santander,4480,Guavata,2174,90,98,camara
Cundinamarca,9005,Cachipay,4043,123,361,camara
Caqueta,6798,Milan,2442,63,120,camara
Boyaca,3170,Covarachia,1271,78,70,camara
Huila,18894,Gigante,9125,400,721,camara
Cauca,25344,Timbio,14064,575,1155,camara
La Guajira,103166,Uribia,40668,2699,4736,camara
Antioquia,4829,Caracoli,2042,54,89,camara
Meta,1332,San Juanito,710,28,43,camara
Caqueta,3988,Albania,2076,55,75,camara
Antioquia,5405,Hispania,2289,97,117,camara
Boyaca,849,Busbanza,515,1,17,camara
Antioquia,5865,Angelopolis,3005,76,192,camara
Antioquia,65191,Copacabana,29747,784,3526,camara
Nariño,5678,Funes,3306,53,155,camara
Atlantico,23421,Sabanagrande,15242,228,881,camara
Boyaca,1867,Cuitiva,897,17,71,camara
Cundinamarca,3588,Venecia,1444,56,106,camara
Sucre,19238,San Benito Abad,11084,928,668,camara
Nariño,5186,Gualmatan,3122,63,221,camara
Norte De San,15289,Convencion,6425,258,569,camara
Cundinamarca,2852,Bituima,1208,57,110,camara
Nariño,5958,Mosquera,3015,125,207,camara
Boyaca,6737,Pauna,3025,101,251,camara
Cordoba,7815,San Jose De Ure,4311,157,235,camara
La Guajira,18572,Villanueva,10137,377,890,camara
Caldas,5635,La Merced,3125,99,183,camara
Norte De San,17682,Sardinata,7351,275,606,camara
Bolivar,6905,San Jacinto Del Cauca,3515,142,298,camara
Cesar,26144,Curumani,13274,363,1116,camara
Antioquia,6784,Guatape,3933,104,256,camara
Casanare,4421,Tamara,2555,65,99,camara
Caldas,15069,Palestina,7453,261,677,camara
Caldas,2595,Marulanda,1270,54,77,camara
Cauca,6700,Padilla,3221,229,435,camara
Putumayo,14727,Puerto Leguizamo,5726,149,427,camara
Valle,14488,Yotoco,7479,204,608,camara
Cundinamarca,13094,Villapinzon,7083,148,635,camara
Boyaca,3531,Tenza,1806,42,197,camara
Cauca,22653,Silvia,9553,955,908,camara
Tolima,4927,Valle De San Juan,2589,77,163,camara
Antioquia,9305,Liborina,3878,150,253,camara
Tolima,5133,Casabianca,2711,116,322,camara
Valle,26857,La Union,13558,547,1581,camara
Antioquia,16809,Don Matias,7247,253,663,camara
Atlantico,5513,Piojo,3640,76,189,camara
Huila,15317,Aipe,6604,260,470,camara
Cauca,13575,Villa Rica,7103,298,1040,camara
Choco,5496,Nuqui,2818,111,195,camara
Tolima,20294,Purificacion,10884,296,771,camara
Atlantico,274613,Soledad,154271,5487,15673,camara
Cundinamarca,4694,Cucunuba,2216,93,282,camara
Antioquia,6194,Peque,2482,125,158,camara
Tolima,8746,Icononzo,3413,213,299,camara
Atlantico,66764,Sabanalarga,46289,935,2700,camara
Cundinamarca,21283,La Calera,10423,231,1163,camara
Amazonas,36132,Leticia,19126,339,1397,camara
Bolivar,11126,Morales,6231,250,546,camara
Cundinamarca,101485,Fusagasuga,48968,1476,5032,camara
Meta,5001,Uribe,1813,114,152,camara
Choco,7239,Bojaya (bellavista),4101,259,258,camara
Tolima,16199,Rioblanco,5354,323,521,camara
Santander,4184,Coromoro,2342,134,178,camara
Consulados,4066,Uruguay,123,2,8,camara
Atlantico,26738,Santo Tomas,16283,377,935,camara
Choco,8774,Atrato (yuto),4592,52,462,camara
Bolivar,19908,Mahates,11112,237,756,camara
Choco,5918,Medio Atrato (bete),3239,35,135,camara
Cauca,19322,Morales,8721,364,731,camara
Consulados,3863,Nicaragua,74,2,10,camara
Meta,5531,El Castillo,2375,113,224,camara
Caqueta,19237,Puerto Rico,6889,296,564,camara
Consulados,13867,Australia,2339,11,272,camara
Bolivar,14358,San Estanislao,8855,197,635,camara
Meta,7993,Lejanias,3299,183,310,camara
Huila,23993,San Agustin,11229,543,899,camara
Atlantico,19123,Repelon,11142,220,675,camara
Atlantico,20300,Campo De La Cruz,11045,189,628,camara
Caqueta,119792,Florencia,56967,1344,4932,camara
Boyaca,6298,Chita,2473,184,136,camara
Meta,350131,Villavicencio,191682,5412,22403,camara
Boyaca,2734,San Miguel De Sema,1122,41,127,camara
Boyaca,13776,Samaca,7330,104,602,camara
Cundinamarca,10195,Suesca,5743,200,1083,camara
Boyaca,1484,Berbeo,738,9,46,camara
Cundinamarca,11387,Yacopi,5632,157,372,camara
Tolima,19775,Rovira,8542,349,685,camara
Consulados,43,Luxemburgo,23,0,1,camara
Antioquia,17149,Frontino,4758,171,370,camara
Cundinamarca,3157,Nimaima,1652,56,133,camara
Boyaca,6128,Socha,2633,103,209,camara
Cundinamarca,11491,Subachoque,6013,253,850,camara
Cordoba,26963,San Bernardo Del Viento,14187,579,827,camara
Norte De San,7324,Ragonvalia,3816,90,249,camara
Arauca,33469,Tame,16098,532,977,camara
Antioquia,26378,Santa Rosa De Osos,12016,685,1632,camara
Santander,15900,Malaga,7758,198,644,camara
Cauca,16231,Suarez,6825,364,684,camara
Boyaca,2188,Iza,1016,21,65,camara
Bolivar,8444,Montecristo,4151,143,320,camara
Santander,4377,Betulia,2302,141,214,camara
Huila,10983,Tello,5163,206,377,camara
Santander,1460,Vetas,805,22,75,camara
Santander,9696,Charala,4644,176,371,camara
Choco,7505,Medio San Juan,3936,86,390,camara
Putumayo,26331,Orito,12936,351,785,camara
Antioquia,22328,Santa Barbara,8244,375,767,camara
Atlantico,12416,Candelaria,8330,291,440,camara
Risaralda,31786,La Virginia,14869,489,1649,camara
Huila,14852,Algeciras,6584,334,457,camara
Bolivar,6448,Cantagallo,3430,159,327,camara
Caldas,16752,Pensilvania,8458,436,795,camara
Valle,6397,Argelia,2652,81,234,camara
Choco,5300,Union Panamericana (las Animas,2839,69,210,camara
Cauca,21470,Caldono,9737,1323,864,camara
Cesar,46565,Agustin Codazzi,23353,633,1890,camara
Cundinamarca,5755,La Peña,2847,208,244,camara
Boyaca,3520,Cerinza,2045,71,180,camara
Bolivar,30752,San Juan Nepomuceno,18135,739,1103,camara
Cauca,18253,Caloto,9851,467,865,camara
Consulados,55,Grecia,19,0,1,camara
Antioquia,6676,Campamento,1945,143,198,camara
Cordoba,20079,San Carlos,12229,890,759,camara
Meta,50707,Granada,23823,1052,2594,camara
Boyaca,5406,San Jose De Pare,2729,80,177,camara
Choco,12897,Tado,7003,186,831,camara
Meta,4533,Barranca De Upia,2193,103,274,camara
Norte De San,82452,Villa Del Rosario,36544,737,2756,camara
Cauca,27662,Piendamo,12569,642,1079,camara
Consulados,3682,Republica De Filipinas,39,0,1,camara
Quindio,2852,Buenavista,1359,29,143,camara
Tolima,5678,Piedras,3163,102,154,camara
Magdalena,9632,Pedraza,6583,50,403,camara
Cundinamarca,9250,Gacheta,3946,161,320,camara
Santander,3368,Albania,1379,68,99,camara
Antioquia,19693,San Pedro,8363,270,980,camara
Norte De San,6979,Hacari,2751,241,231,camara
La Guajira,21807,Dibulla,11880,369,688,camara
Cundinamarca,5685,Ubaque,2469,123,266,camara
Cordoba,25887,Valencia,13128,599,667,camara
Risaralda,21649,Belen De Umbria,10068,514,919,camara
Tolima,25798,Guamo,12244,645,1122,camara
Cundinamarca,5529,Junin,2191,78,176,camara
Santander,3780,Onzaga,1791,89,167,camara
Meta,16493,Cumaral,9115,335,1098,camara
Valle,40115,Pradera,19650,804,1857,camara
Consulados,15002,China Republica Popular,203,0,9,camara
Huila,25107,Campoalegre,13504,595,1345,camara
Cundinamarca,6375,Tena,3029,69,164,camara
Antioquia,33661,Yarumal,11833,433,1283,camara
Bolivar,15445,Villanueva,9405,326,938,camara
Santander,4826,Cerrito,2584,118,223,camara
Santander,22514,Rionegro,10196,355,1050,camara
Boyaca,1549,Paya,811,18,53,camara
Guainia,807,San Felipe,389,12,11,camara
Magdalena,9710,Algarrobo,5981,251,442,camara
Boyaca,3256,Santa Maria,1417,60,158,camara
Consulados,4455,Guatemala,230,3,10,camara
Guainia,2309,Barranco Minas,1400,47,57,camara
Putumayo,36385,Mocoa,19598,383,1232,camara
Nariño,6696,Colon (genova),4345,113,256,camara
Casanare,7642,Orocue,3963,189,228,camara
Antioquia,16499,San Vicente,7210,328,617,camara
Consulados,13584,Mexico,1835,18,113,camara
Santander,8705,Los Santos,4928,200,391,camara
Consulados,3700,Malasia,28,0,3,camara
Cesar,21604,Chiriguana,11500,407,884,camara
Putumayo,43578,Puerto Asis,17846,540,1582,camara
Tolima,15157,Ataco,7096,346,445,camara
Consulados,27,Belice,2,0,0,camara
Meta,15503,Restrepo,7571,218,647,camara
Cauca,15207,La Vega,6818,335,322,camara
Bolivar,5787,Arenal,3005,92,191,camara
Magdalena,13354,El Reten,8124,251,799,camara
Nariño,22286,Samaniego,10796,235,597,camara
Consulados,3615,Republica Socialista Devietnam,6,0,1,camara
Norte De San,3256,Lourdes,1884,73,127,camara
Meta,6088,San Juan De Arama,2704,124,262,camara
Cordoba,79989,Sahagun,48457,2855,2867,camara
Bolivar,17746,Calamar,10020,276,835,camara
Consulados,7560,Suiza,1025,15,46,camara
Casanare,2781,Sabanalarga,1563,18,71,camara
Casanare,1537,Sacama,636,27,47,camara
Antioquia,4864,Belmira,1924,57,131,camara
Arauca,70975,Arauca,35958,961,2499,camara
Tolima,26514,Fresno,12577,553,1394,camara
Consulados,4780,Puerto Rico,256,1,9,camara
Boyaca,4275,Boyaca,1648,55,154,camara
Consulados,3771,Trinidad Y Tobago,37,0,4,camara
Antioquia,40224,Barbosa,18471,701,1974,camara
Antioquia,15968,Retiro,9214,286,580,camara
Antioquia,46051,Chigorodo,16617,960,1689,camara
Antioquia,15345,Abejorral,4512,247,363,camara
Casanare,24078,Paz De Ariporo (moreno),12888,253,634,camara
Antioquia,6077,Vigia Del Fuerte,3215,119,148,camara
Sucre,9181,Caimito,6340,808,385,camara
Consulados,5101,Curazao,256,10,9,camara
Caldas,39484,Villamaria,22885,660,2390,camara
Tolima,11967,Venadillo,5518,130,445,camara
Cauca,76456,Santander De Quilichao,36198,1396,4043,camara
Bolivar,20072,Santa Rosa Del Sur,8322,343,749,camara
Consulados,3618,Ghana,5,0,1,camara
Cesar,20804,El Paso,11000,460,1129,camara
Risaralda,6541,La Celia,3168,105,325,camara
Consulados,3794,Noruega,70,0,2,camara
Antioquia,4091,Carolina,1590,89,135,camara
Cundinamarca,6946,Lenguazaque,3499,83,386,camara
Antioquia,6156,Heliconia,2566,129,211,camara
Santander,3815,Ocamonte,2120,90,112,camara
Bolivar,16609,Achi,9584,135,618,camara
Magdalena,8070,Zapayan,5596,64,568,camara
Nariño,13012,San Lorenzo,8296,321,719,camara
Santander,1621,El Guacamayo,844,70,74,camara
Cundinamarca,22493,Villeta,11295,361,857,camara
Meta,12488,Vista Hermosa,5740,337,694,camara
Cesar,10918,La Gloria,6434,182,348,camara
Caldas,18813,Aguadas,9803,485,1033,camara
Huila,9443,Pital,5066,209,285,camara
Nariño,13708,Taminango,7621,318,404,camara
Boyaca,3287,Caldas,1359,42,99,camara
Antioquia,5767,Guadalupe,1935,116,163,camara
Tolima,7957,Prado,3924,114,181,camara
Nariño,11054,El Tablon,7767,202,536,camara
Cordoba,13948,Momil,9446,415,402,camara
Vaupes,104,Morichal (papunagua),46,0,5,camara
Nariño,7069,Santacruz (guachaves),3726,137,173,camara
Antioquia,17970,San Juan De Uraba,7574,527,731,camara
Antioquia,11131,Jerico,5027,210,348,camara
Bolivar,11950,Santa Catalina,7429,197,412,camara
Quindio,5176,Cordoba,2909,86,276,camara
Cauca,34988,El Tambo,13214,994,1331,camara
Cundinamarca,5759,Granada,2787,67,307,camara
Atlantico,80830,Malambo,48071,1415,4361,camara
Cesar,14597,San Diego,8786,166,531,camara
Risaralda,9520,Pueblo Rico,4284,272,477,camara
Atlantico,10108,Suan,6362,101,259,camara
Tolima,12688,Saldaña,6695,148,540,camara
Antioquia,35036,Carmen De Viboral,19363,571,1898,camara
Antioquia,7249,Pueblorrico,3076,153,191,camara
Boyaca,4339,Togui,1591,84,155,camara
Valle,27834,Guacari,16426,437,1391,camara
Guainia,173,Morichal (morichal Nuevo),65,0,2,camara
Bolivar,9077,Talaigua Nuevo,6161,107,205,camara
Santander,4396,Chipata,2326,52,103,camara
Sucre,16509,San Pedro,10481,569,492,camara
Huila,6773,Yaguara,3406,105,351,camara
Choco,6809,Rio Quito (paimado),4145,54,338,camara
Boyaca,2627,Chivata,1431,20,93,camara
